id	text	label
test_0014	 Săn được giá 4.999k tối thứ 3, đúng lúc đang cần mua tivi luôn, đến trưa nay (CN) thì nhận được hàng. Lần này mình quá hời nên đương nhiên là sẽ vote 5 sao cả 2 tay.  	0
test_0015	 Rất tốt tuy mua giùm nhung mà thấy rất ung ý khi mà Tiki dong gói rất cẩn thận cảm ơn tiki rất nhiều 	0
test_0016	 Lần đầu mua điện thoại trên Tiki nhưng phải nói là chất lượng rất tốt, đóng gói cẩn thận. Mình ở ngoại thành đặt hôm trước hôm sau đã nhận được hàng. Rất hài lòng về sản phẩm và sẽ ủng hộ Tiki lâu dài. Cảm ơn Tiki nhé! 	0
test_0017	 Máy sử dụng rất tốt, tư vấn giao hàng đúng hẹn. cảm thấy rất hài lòng 	0
test_0018	 Lần trc mua quả loa logitec z906 thấy rất ok nên lần này quyết định mua cái giá trị hơn. Và cũng không ngoại lệ, t2 đặt, t4 giao hàng. Quá nhanh vì theo plan là t6 mới có. Mình thấy cách làm việc của tiki rất ok nên viết comment để vote. Cám ơn các bạn nhiều :) 	0
test_0019	 Mới dùng được 10 ngày thấy khá hài lòng. Máy chạy êm ko tiếng ồn, lạnh đều. Nhân viên giao hàng nhiệt tình mang tận nhà lắp đặt hết cho để dùng. thanks tiki 	0
test_0020	 chất lượng sản phẩm xài 7 ngày rồi chưa thấy vấn đề gì. Máy chạy êm, tất nhiên sẽ ồn hơn một chút ở chế độ Power (Lạnh nhanh trong 20p). 	0
test_0021	 Mua từ shop Tuấn Anh. Sp khá ok. Nhìn rất đẹp và chắc chắn. Độ bền sử dụng lâu mới biết. Có phiếu bảo hành của cty Trần Tuấn Anh nên cũng yên tâm. Vote 5 sao Tiki 	0
test_0022	 máy đẹp có sẵn tiếng việt dùng mượt có phiếu bảo hành đầy đủ rõ ràng 	0
test_0023	 Tủ đẹp, to hơn mong đợi, chạy êm mà ít hao điện. Làm đá cũng nhanh và các ngăn bên cạnh tủ cũng tiện lợi. 	0
test_0024	 Giao hàng nhanh hơn dự kiến, máy chạy êm làm lạnh tốt. đáng tiền cho 1 sp 1.5hp 	0
test_0025	 Thích nhất là tủ được tặng chân tủ sẵn luôn. 	0
test_0026	 mua về để xem tài liệu và thấy rất ok với giá, ngon rẻ, 1tr bằng 1 buổi đi chơi nên chả biết chê gì 	0
test_0027	 Tối hôm trước tôi đặt mua thì sáng đã liên hệ để giao hàng. Đóng gói tốt, cẩn thận. TV màu sắc ok. 	0
test_0028	 Sản phẩm nguyên seal, kính cường lực tốt, giao hàng sớm hơn dự kiến 6 ngày nên không phải chờ đợi lâu, shipper tận tình và tìm địa chỉ rất nhanh. Rất tuyệt vời!!! 	0
test_0029	 Giao hàng nhanh, mình ở xa mà đặt 1 ngày đã nhận được hàng rồi. Máy đẹp không tì vết, hộp máy được bọc kín bằng nilon bọc hàng rồi cả xốp quanh hộp nữa. Dùng đến nay là được 1 tuần rồi máy vẫn mượt lắm. 	0
test_0030	 Tôi đặt mua 2 chiếc ( 1 trắng và 1 xanh ), hàng nguyên seal 100%, mới chỉ kích hoạt được hơn 1 tuần, máy dùng rất tốt và không có lỗi lầm gì. Nhân viên giao hàng nhiệt tình đã chủ động gợi ý mình về việc kiểm tra lại hàng trước khi giao tiền 	0
test_0031	 Thích nhất máy này là có chức năng chỉnh công suất chạy 50% thôi. Tiết kiệm điện. Chọn chế độ ngủ là máy chạy cực êm ko nghe tiếng 	0
test_0032	 Sản phẩm dùng tốt. Tiki giao hàng nhanh và hỗ trợ lắp ráp. 	0
test_0033	 Đóng gói cẩn thận, chỉnh chu, giáo hàng đúng giờ. Điện thoại đẹp, mượt, rất hài lòng với số tiền bỏ ra. 	0
test_0034	 Sản phẩm giao đúng như mô tả , chất lượng và giá rất tốt 	0
test_0035	 cảm ơn shop nha.hag rất đẹp sẽ ủng hộ shop dài dài 	0
test_0036	 Sản phẩm cực ổn định trong mức giá. Sử dụng ổn, pin dùng được khá lâu. giao hàng nhanh, nguyên seal. thiết kế kim loại hiện đại  	0
test_0037	 Sản phẩm đã dùng được hơn 10 ngày, khách hàng vừa ý về hình dáng cũng như chất lượng. Sau 4 năm mua hàng ở Tiki, vẫn tiếp tục tin tưởng Tiki, nhất là ở mặt hàng điện, điện tử.. 	0
test_0038	 Thiết kế sang trọng, gọn gàng, phù hợp với căn bếp diện tích nhỏ, các ngăn kệ vẫn rộng rãi bên trong. Ngăn đá không đóng tuyết, ngăn mát không bám mùi. Máy êm, không ồn, không nóng. 	0
test_0039	 Sản phẩm lắp đặt xog chạy tốt, có led báo nhiệt độ tiện lợi. 	0
test_0040	 Hàng mới nguyên Serial đúng như mô tả.  	0
test_0041	 Nhận đc em ý sau đúng 1 tuần, hơi lâu nhưng đáng đc chờ đợi. Máy chính hãng ko phải lăn tăn, đc kích hoạt bảo hành sau đúng 2 ngày, :D Tiki giao hàng đúng hẹn. Mih đi lm về muộn nhưng a Shipper sẵn lòng đợi gặp đc m để giao. Vote 5* cho dịch vụ giao hàng của Tiki. 	0
test_0042	 Nhận được hàng nói chung rất hài lòng , hàng y hình , đóng gói rất cẩn thận, nv nhiệt tình vui vẻ 	0
test_0043	 Với giá 3tr290 thì mình không có gì để phàn nàn về 1 chiếc điện thoại chính hãng, thương hiệu có tiếng, cấu hình đạt ở mức khá tốt, thiết kế sang trọng, cầm rất đầm tay. Mình mua tặng mẹ vì mình thấy những yếu tố tốt như vậy. Và mẹ mình sử dụng cũng nói rất thích. Chưa kể lúc mình mua không có sẵn tiền mặt nhiều nên mình chọn mua trả góp qua thẻ tín dụng, góp 6 tháng, không lãi suất, không mất phí gì hết. Quá tuyệt vời cho tiki và nokia 	0
test_0044	 Giao hàng khá nhanh và sử dụng ổn định. Tôi hoàn toàn hài lòng. 	0
test_0045	 Sản phẩm dùng tốt. Giá thành hợp lý. Độ bền thì phải một thời gian mới kiểm chứng được! Đóng hàng đẹp 	0
test_0046	 mới lấy hàng xong. dc cái giao nhanh đóng gói cũng ổn. lấy máy háo hức . mua dc cái cover thôi vì cường lực hết r. giá 1tr7 cũng ổn mình nhờ ng bán cài chplay luôn tiện. dùng app gì thì tải về. ưng bụng phết nhưng ram hơi it và chắc phải mua thêm thẻ nhớ để cài app nhỉ??? ai bít chỗ dán màm hình chỉ tui vs. 	0
test_0047	 Tủ rất đẹp, giao hàng nhanh, bảo quản đồ rất tốt. Rất êm k ồn. Rất nên mua 	0
test_0048	 Đặt là giáo hàng trong 2h nhưng mới 1 tiếng đã gọi điẹn giao hàng ròii, hàng dùng okay lắm 	0
test_0049	 Sản phẩm nhỏ gọn, dung tích 15l phù hợp cho hai người. 	0
test_0050	 Mình rất hài lòng. Sản phẩm rất đẹp giá rẻ . Máy dùng ổn định. Mình sẽ tiếp tục ủng hộ Tiki 	0
test_0051	 do tính chất công việc nên xài con điện thoại này nghe gọi ngoài đường là hết ý, loa to rõ, 2 sim pin được cả tuần. Rơi rớt ít hư hỏng, bữa bị mắc mưa lau sơ rồi phơi nắng là dùng tiếp 	0
test_0052	 Đã sử dụng Mi 9 128GB với RAM 8GB hơn 3 tuần, máy chạy mượt, pin ổn nếu chọn mạng ưu tiên GMS only. Chuyển ROM từ Chinese qua Global ROM sau 1 tuần, có tiếng Việt như hình. 	0
test_0053	 Sản phẩm tốt, nóng nhanh, giao hàng nhanh đúng giờ, đóng gói cẩn thận... 	0
test_0054	 uy tín chất lượng giá cả khỏi lo chiều lòng khách hàng mà sản phẩm thì tuyệt. gửi mail thì phản hồi nhanh chóng đáp ứng tinh thần của khách hàng. thực sự nhận thấy sự chân thành và thân thiện của tiki nên mới ngồi nhắn được nhiều thế này. cảm ơn tiki nhé 	0
test_0055	 Ipad mới còn seal mới toanh, cảm giác bôc seal thật sướng. Nói chung với tầm giá này cho một ipad với cấu hình chấp nhận được là ok rồi. 	0
test_0056	 Mẫu mã đẹp, phòng diện tích 3x4x3.6m cao, máy mới nên làm lạnh khá nhanh cỡ 60s là thấy dễ chịu, bộ lọc tốt thu bụi cả mảng có chức năng lọc nano G. Đảo gió rất linh hoạt tối đêm tự động đổi hướng gió cho mình ko thổi trực tiếp. 	0
test_0057	 mình sử dụng đc 1 tuần rồi rất là ok luôn, tiki giao hàng nhanh, nv lắp đặt cũng nhanh, vật tư thì phải mua thêm, nv lắp đặt có bán giá cả hợp lí. 	0
test_0058	 Lắp đặt nhanh, tiki giao hàng có tâm. Sài thì khỏi bàn, có khử ion nữa 	0
test_0059	 Máy chạy tốt, mô-tơ tăng áp loại dọng 1 chiều DC chạy rất êm. Cầu dao chống giật của máy có thiết kế tốt. 	0
test_0060	 Thứ nhất, Về Dịch vụ của Tiki thì sau khi đặt hàng xong đến lúc nhận hàng chỉ vỏn vẹn 2 hôm, cực kỳ nhanh luôn. Gía sản phẩm cũng khá phù hợp. Cộng thêm phí Vận chuyển Hàng cồng kềnh cũng không đắct nhiều so với dịch vụ của các Nhà cung cấp khác. 	0
test_0061	 Mình mua tủ được khoảng gần một tháng và tủ chạy ổn, giao hàng của tiki khá tốt 	0
test_0062	 sp mới nguyên seal, ngoài máy và sạc có kèm miếng dán màn hình +bao da+cây lấy sim, xài máy hoạt động cũng ok. 	0
test_0063	 Sau 2 tuần trải nghiệm mình thấy điện thoại mượt mà ổn định, hiệu năng tốt 	0
test_0064	 Ko nghĩ với giá vậy mà điện thoại ổn thế này. Mua tặng cho nhóc em. Tuy nhiên nếu ai thích cầm đt đầm tay thì sẽ ko thích vì đt nhẹ mỏng lắm luôn. 	0
test_0065	 vừa mới mua giá cả hợp lý giao rất nhanh đúng như hàng đã đặt 100% máy mới xài vài tháng mới biết máy như nào tốt tôi cho 5* 	0
test_0066	 Máy rất nhẹ và đẹp. Tốc độ đủ dùng cho mấy tác vụ thường thường như xem video lướt web. Ai muốn dùng để cày game thì chỉ nên game cấu hình trung bình thôi. Giao hàng TikiNow 2h rất nhanh. 	0
test_0067	 mình dùng tiki now nên trong vòng 2 tiếng đã có hàng rồi rất nhanh, đóng gói cẩn thận. 	0
test_0068	 Đã mua được 20 ngày, so với số tiền thì mình hài lòng, tủ êm, không kêu, tủ to đựng được nhiều đồ 	0
test_0069	 Tiki giao hàng nhanh, giá rẻ hơn hẳn so với các nơi khác, nhân viên lắp đặt tận tình. Máy đẹp và hoạt động rất tốt.  	0
test_0070	 Hàng của Tiki giao nhanh, máy ban đầu hoạt động chưa có vấn đề gì. Đánh giá tốt cho Tiki về mặt này. 	0
test_0071	 Máy khá đẹp. 	0
test_0072	 Sản phẩm còn nguyên seal trong hộp, cả máy và bao da đều rất tốt. Máy chạy êm, có thể tự vào chế độ ngủ khi đóng bao da nên combo này rất có ích, không sợ hư nút nguồn do bấm nhiều lần, dễ kiểm tra code của hàng trên trang online. Tiki giao hàng cũng nhanh và kĩ lưỡng, Nhìn chung là rất hài lòng. 	0
test_0073	 Mình đã mua 2 sp này trên TIKI rồi . rất là ok .SP có nguồn gốc từ Samsung Thái nguyên.nên rất tin tưởng .Qua mấy tháng dùng thử tháy rát ổn .Mong rằng Ti ki ngày càng uy tín hơn trong mắt người tiêu dùng . 	0
test_0074	 Tiki giao hàng đúng lịch. Hàng chưa kích hoạt, hàng nhập khẩu nên ko phải mã VN mà là LL/A 	0
test_0075	 Hàng chính hãng, nguyên seal. Tiki chăm sóc 	0
test_0076	 Mua hàng tiki rất nhiều rất nhiều đều thấy rất yên tâm và lần này cũng vậy . Cảm ơn tiki nhiều lắm ☺️☺️ 	0
test_0077	 Mình nhận hàng về từ Hà Nội về TPHCM chỉ mất 3 ngày, nhanh hơn mình dự kiến, thời gian giao hàng là một điểm cộng. 	0
test_0078	 Máy hoạt động tốt, làm nóng nhanh, nếu để nóng rồi tắt nguồn thì nước vẫn còn nóng được 2 ngày. 	0
test_0079	 Rất hài lòng và ưng ý về Tiki. Đặt hôm trước hôm sau có luôn. Máy nguyên seal và nhân viên giao hàng lịch sự. Vote 5 sao. Chúc Tiki ngày càng phát triển 	0
test_0080	 Mình đặt hôm tối 28/3 nhưng tối 29/3 đã nhận được hàng. (mặc dù để 30/3 mới có hàng và dự kiến 3/4 mới giao). Tiki giao quá nhanh luôn.(mình ở HCM nha) 	0
test_0081	 Máy lạnh Sharp mình mua tổng hết 6.094.000, trong đó có 54k phụ phí cồng kềnh, ngạc nhiên với mức phí này của TIKI, vừa đặt mua ngày thứ bảy là chủ nhật TIKI giao hàng. Do gia đình phải đi làm ko có thời gian chờ NV bên tiki lắp đặt nên gọi thợ ngoài đến lắp cho nhanh. Mình dùng gần 1 tháng nay rất hài lòng, máy làm mát nhẹ nhàng, không có tiếng ồn, cục nóng tỏa ít nhiệt. Nói chung giá hợp lý, chất lượng tốt, yên tâm. 	0
test_0082	 Giao đúng hàng, máy còn nguyên seal, tốt. 	0
test_0083	 Mình mua hàng trên này lần đầu, quả thực hơi sợ nhưng khi nhận hàng thì rất OK, hàng chính hãng , nguyên seal, đủ phụ kiện. Rất hài lòng. Khuyên mọi người mua bên TIKI TRADING thì ko phải lo gì cả. 	0
test_0084	 giao hàng nhanh quá luôn ạ, tủ lạnh tốt, có khay đá đẹp 	0
test_0085	 Nhận máy xong các bạn cài Google Play Store vào là chạy ngon, ai cần thì hãy mua đi  	0
test_0086	 -Tủ sài êm 	0
test_0087	 Đẹp hơn mình tưởng shop ạ.ko nghỉ là đồ rẻ tiền mà chất lượng đẹp z.sẻ ủng hộ shop thêm.shop nhiệt tình nữa chứ.nói chung là ok 	0
test_0088	 Giao hàng nhanh, máy còn nguyên zin, cường lực không bị vỡ. Bọc cẩn thận 	0
test_0089	 Mình mua máy trên Tiki, sau ngày giao có nhân viên đến lắp. Khá gọn, đẹp, máy có chức năng thổi phà lên trần tránh hơi lạnh trực tiếp. nói chung Daikin + Tiki Trading là ok. Để xài 1 thời gian nữa xem sao  	0
test_0090	 máy cầm nhẹ tay, màn hình cực kì mượt, nhìn rất xịn chứ ko nghĩ được là điện thoại này dưới 2tr :) chỉ cần mua thêm thẻ nhớ là mọi người muốn có thể cài đặt nhiều ứng dụng nha. điều khiển bằng giọng nói (google assistant) rất ổn luôn 	0
test_0091	 Giao hàng nhanh, hàng còn nguyên seal, mua trúng đợt ưu đãi thẻ dc giảm 300k, sẽ luôn ủng hộ tiki. 	0
test_0092	 Cực kỳ ưng ý. Mãi iu Apple. 	0
test_0093	 có khuyến mãi lắp đặt với ống đồng không ạ , hình thức thanh toán trả góp thì đky như nào ạ 	0
test_0094	 điện thoại đẹp, camera khá ấn tượng so với mức giá và nhiều tính năng đáng trải nghiệm 	0
test_0095	 Mình thật sự thích em Kindle này 	0
test_0096	 Hàng như hình rất vừa ý với sản phẩm thời gian giao hàng nhanh. Thanks shop! 	0
test_0097	 đặt mua lúc 1h sáng, 11h trưa đã mang đến luôn, chắc do thanh toán trước qua tài khoản ngân hàng nên mang nhanh hơn so với mấy bạn kia =)) 	0
test_0098	 Máy làm nóng nhanh, giá đỡ mạ crom sáng nhìn sang trọng. 	0
test_0099	 Mình thấy máy chạy rất êm, tiết kiệm điện cũng tốt, có điều mình ở 1 mình nên ít đồ, ko biết nhiều đồ bỏ vào sẽ thế nào 	0
test_0100	 Đóng gói cẩn thận. Hàng chính hãng, giao đúng mầu. Giá rẻ hơn so với sản phẩm cùng loại ở cá siêu thị điện máy. 	0
test_0101	 Nhận hàng kiểm tra thì y như quảng cáo đã đặt mua. Máy chưa kích hoạt và được 01 ốp lưng chính hãng trong hộp chưa khui kèm máy. Ngoài ra còn 1 kính cường lực full+tai nghe. Có điều là không có Tiếng Việt nên bàn phím phải soạn tiếng Anh không dấu, do đây là hàng nhập khẩu nhé các bạn. Cấu hình mạnh mẽ, game vô tư và sử dụng hơn tuần chưa thấy nóng như nhiều comment trên mạng nhận xét. Vote 5 sao cho sp này với giá mua chỉ 3tr6 lúc có CT giảm giá 	0
test_0102	 Máy chạy êm, chất lượng như mong đợi.  	0
test_0103	 Chạy được 1 tuần thì thấy êm hơn lúc đầu. Tikinow giao hàng đúng giờ. Vật tư lắp đặt hơi đắt đỏ. Toàn bộ chi phí lắp đặt của mình 1,8 triệu. Vị trí cục nóng và cục lạnh cách nhau 10 mét, nên tính 10 mét ống đồng. Thời gian lắp đặt tầm hơn 1 tiếng. Nhân viên lắp đặt vui vẻ 	0
test_0104	 Mới đặt hôm trước hôm sau đã có hàng, đóng gói cẩn thận. nhận hàng nguyên seal, đầy đủ phụ kiện và đã kiểm tra imei đúng chính hãng. 	0
test_0105	 Máy ok, không có gì phải phàn nàn. Chính hãng, chạy êm... 	0
test_0106	 Sản phẩm có công nghệ tiên tiến sử dụng rất yên tâm, chất lượng giá cả phù hợp 	0
test_0107	 Sản phẩm xài tốt các chức năng, mẫu mã đẹp, dễ lắp ráp nên mình tự lắp luôn. Có chống giật nên rất an tâm 	0
test_0108	 Máy lạnh Mitsu Heavy làm lạnh cực nhanh, chạy 1 đêm 8h tốn khoảng hơn 1kwh điện thôi. 	0
test_0109	 Sản phẩm chính hãng, hộp mới nguyên, giao hàng nhanh. Mình mua tablet này để phục vụ mục đích đọc sách, vẽ... và cảm thấy hài lòng. Giá trên Tiki rẻ hơn so với các cửa hàng khác. 	0
test_0110	 Giao hàng nhanh hơn dự kiến. Đóng gói cẩn thận. Hàng nguyên seal. Rất hài lòng. 	0
test_0111	 Trước đây chỉ biết Iphone và Sam. Cứ ngỡ mấy dòng rẻ là ko nhiều tính năng. Nhưng chiếc đth này đã làm mình thay đổi hoàn toàn cách suy nghĩ đó. Dùng cực mượt, bộ nhớ cực nhiều. Máy đẹp, như iphone x ý haha. Chơi game nặng cũng okie. Pin ổn. 	0
test_0112	 Đã sử dụng được 2 tuần, máy chạy mượt mà; đã từ hồi dùng ipad 2 đến nay mới quay lại dùng sản phẩm của Apple. Nói chung là hài lòng với chiếc ipad mini này. (Thêm thông tin cho các bạn nào có quan tâm: máy mình là mã LL/A) 	0
test_0113	 Cảm nhận ban đầu là rất hài lòng về sản phẩm. đã mua ở Tiki nhiều và lần nào cũng ưng hết. Tiki rất có uy tín. Sẽ còn ủng hộ dài dài. Cảm ơn vì sản phẩm 	0
test_0114	 Dùng ngon lành, chạy êm ru, thích nhất là ở ngăn lạnh trên cùng có 1 lớp ngăn mùi nên thoải mái để thịt tươi hoặc các loại thức ăn nặng mùi mà không sợ mùi lan xuống các ngăn lạnh bên dưới 	0
test_0115	 sản phẩm đóng gói ok 	0
test_0116	 Sản phẩm vẫn còn nguyên seal. đóng gói cẩn thận và nhân viên giao hành nhiệt tình cẩn thận. 	0
test_0117	 Hàng tốt, giao hàng ok. Cần cập nhật giá và sp nhanh hơn. 	0
test_0118	 hàng rất ok , vừa tầm giá , tiki giao hàng rất thân thiện và nhanh nhẹn , hướng dẫn cho khách hàng , cảm mơn shop và tiki 	0
test_0119	 Giao hàng nhanh, chất lượng tốt. 	0
test_0120	 Có 4g với giá này là có thể chấp nhận. Mua làm quà cho trẻ nhỏ nên không đòi hỏi cấu hình quá cao, thì đây là lựa chọn khá được, thêm nữa là tiki giảm giá nên rất hài lòng. 	0
test_0121	 Có vài điểm luôn hài lòng về sản phẩm và sự phục vụ của Tiki 	0
test_0122	 Mua được một tuần và tủ hoạt động rất tốt. Sẽ tiếp tục ủng hộ Tiki 	0
test_0123	 Tủ lạnh xài ok, làm đá nhanh giữ thực phẩm tươi xanh, màu sắc đẹp, với giá tiền này thì sản phẩm này cũng rất ok, đáng để mua, thanks tiki đã mang lại nhiều sản phẩm tốt mà rẻ đến người tiêu dùng, mong là sẽ có dịp trải nghiệm nhiều sản phẩm trên tiki nữa 	0
test_0124	 Giao hàng nhanh chóng, máy hoạt động lạnh, êm. Nhân viên lắp đặt nhiệt tình, lắp đặt đúng thời hạn. 	0
test_0125	 Mua 1 thời gian xài rồi giờ mới gửi nhận xét. Thời điểm muc giá khá tốt, mua trả góp 0% qua credit card ^^. Điện thoại Y9 này chip Kirin 710 xài khá ổn, máy không bị nóng khi chạy game hay nhiều tác vụ cùng lúc. Màn hình khá đẹp, sáng rõ, duy chỉ có cái tai thỏ chiếm 1 phần khi xem full màn hình, còn lại không có bất kì vấn đề nào với hiển thị trên điện thoại này. Camera nhiều lựa chọn cho chụp ảnh. Vân tay nhạy. Mở khóa khuôn mặt nhận diện tương đối tốt chứ không hẳn tốt. Do xài kỹ nên đeo cái ốp vào, ốp lưng kính nên khá đằm tay. Máy chiến PUBG default setting, Auto Chess Mobile, Liên quân. 	0
test_0126	 Tủ lạnh Beko có kiểu dáng nhỏ gọn, đẹp. Máy chạy rất êm, và không bị hôi nhựa ở lần đầu sử dụng. Máy làm lạnh và đông khá nhanh. Chưa phát sinh ra lỗi nào cả. 	0
test_0127	 Mua được Galaxy Note 10 Plus màu Aura Glow chính hãng, nguyên seal với giá rẻ nhất thị trường. hàng đặt lúc 18h, nhận được hàng lúc 19h33, quá nhanh. 	0
test_0128	 NAY ĐÃ NHẬN ĐƯỢC HÀNG, NÓI CHUNG ỔN TRONG TẦM GIÁ, MUA VỀ TỰ UPDATE LÊN ADROID 9 LUÔN. MÌNH XEM NHIỀU BẠN BẢO SAU CẬP NHẬT HAY QUÊN PASS NÊN MÌNH K CÓ CÀI ĐẶT BẢO MẬT GÌ. 	0
test_0129	 m luôn ủng hộ tiki. mua hàng rất nhiều lần trên tiki giá rẻ hơn thị trường rất nhiều mà sp ok 	0
test_0130	 Em vừa nhận máy sáng nay...TiKi giao hàng rất nhanh...10h tối hôm 11/10 đặt hàng...thì sáng 12/10 đã có hàng...đóng gói sp đẹp chắc chắn 	0
test_0131	 Phải nói là giao hàng cực nhanh. Mình đặt hàng 3 hôm nhận đựơc hàng, anh giao hàng còn bảo hôm qua anh gọi không được (gọi được thì 2 ngày đã giao xong). 	0
test_0132	 Rất đáng tiền. Mỗi lần bé bú hứng dc khoảng 30ml. Để hút thêm thì dc hơn 50ml. Đó h toàn để chảy ra khăn lãng phí quá. Rất thích sản phẩm này 	0
test_0133	 Xét các máy tính bảng nhập khẩu chính hãng thì Huawei T5 có thể xem xem như vô địch trong tầm giá. 	0
test_0134	 Về giao hàng và đóng gói của Tiki thì miễn chê rồi  	0
test_0135	 tiết kiệm điện, đông nhanh, tốt, đáng để mua, ngăn đông đá rộng 	0
test_0136	 Giao hàng cực nhanh chóng. 	0
test_0137	 Vì có tìm hiểu trc về việc lắm đặt nên mình hk ngạc nhiên khi đợi 2 ngày sau mới có nhân viên đến lắp. Trong thgian đợi thì mình có gọi tổng đài của tiki để check thì phản hồi rất nhanh và tl cụ thể thgian đến lắp là khi nào. Cực kì hài lòng ở khoảng service này của tiki. Nhân viên đến lắp nhiệt tình nhanh nhẹn, lắp xong còn dọn dẹp sạch sẽ r mới đi nên mình tips hẳn 300k tính cả phí phụ thu lắp đặt là 130k. Máy mình xài đc vài tháng r thấy ok nên mới lên đây review.  	0
test_0138	 Nhân viên giao hàng nhiệt tình, tủ lạnh rất vừa với không gian nhà mình, hình thức quá đẹp cho 1 chiếc tủ lạnh mini.  	0
test_0139	 Mình mua về và dùng được 1 tháng rồi:)). Điện thoại dùng rất ổn. mua được 3 4 ngày thì có mail kích hoạt bảo hành. Lúc mới giao hàng là còn mới nguyên chưa bóc nhãn , tiki gói hàng rất cẩn thận. Mình mua đúng đợt sale nữa. Rất hài lòng và sẽ ủng hộ tiki 	0
test_0140	 Mình mua máy được 1 tuần, cảm nhận máy rất tốt và có thể dùng lâu dài. Ngoại hình máy đẹp và chắc chắn, màn hình amoled rất rực rỡ và rõ nét phù hợp xem video, pin dư dùng cho một ngày nếu không chơi game, chụp hình khá ổn, loa ngoài vừa đủ nghe. Nói chung là hài lòng so với số tiền bỏ ra. Mình mua được đợt sale nên chỉ có 6tr1 thôi, tính ra tiki rẻ nhất thị trường. 	0
test_0141	 Điện thoại dùng khá oki ,phù hợp với giá tiền,pin trâu ,bộ nhớ tốt,camera chụp cũng khá ổn. 	0
test_0142	 nhận máy còn nguyên seal, mới coáng. rất hài lòng với service của Tiki. 10h tối đặt, sáng 8h30 đã nhận hàng đầy đủ. xài cực thích.pin trâu, dual sim quá tiện 	0
test_0143	 Nhận được máy rất bất ngờ vì building của máy đẹp hơn nhiều so với mình nghĩ. 	0
test_0144	 Máy hoạt động mạnh mẽ nhờ bơm, nước làm nóng nhanh 	0
test_0145	 hàng chính hãng, đóng gói cẩn thận, giao hàng nhanh 	0
test_0146	 Máy chạy êm, nhiều chế độ điều chỉnh gió phù hợp cho em bé, tầm giá quá tốt cho một sản phẩm nhiều tính năng như vậy. 	0
test_0147	 Sp màu sắc đẹp, bóng, làm lạnh tốt, máy chạy rất êm, ngăn lạnh rất lớn, đựng được nhiều đồ, sp rât đang mua 	0
test_0148	 Sản phẩm đẹp như mong đợi 	0
test_0149	 Tủ đẹp, thích nhất ngăn đông rộng và làm lạnh nhanh. 	0
test_0150	 hàng đúng mô tả 	0
test_0151	 máy xài tốt, ít hao điện, khi chạy tiếng ồn ít, nhân viên kỹ thuật nhiệt tình lắp đặt cả vào ngày chủ nhật. 	0
test_0152	 Điện Thoại Xiaomi K20 Pro này dùng rất mượt mà giá còn rẻ, tội gì có mã mà khoogm mua 	0
test_0153	 Tiki đóng gói kỹ càng. Giao hàng đúng hẹn. Hàng nguyên seal nguyên kiện. Xài được vài bữa rồi, máy chạy tốt nên lên đây phản hồi tích cực cho mọi người có thêm lòng tin khi mua hàng online ở tiki. Lần trước mình mua cái máy ảnh gần 20 chai trên tiki cũng hài lòng y như lần này 	0
test_0154	 xài 1 tháng ngoài thấy ok chuông lớn âm thanh đàm thoại rỏ 	0
test_0155	 Tủ đông đứng Alaska xài êm , sạch sẽ , lấy đồ dễ dàng .. 	0
test_0156	 Điều hòa chạy êm. Mát nhanh. Điện tiêu thụ thì phải chờ cuối tháng xem hóa đơn. Nhân viên lắp đặt nhiệt tình 	0
